[16:21:26] [[786,0,1,5,1,5,0,0,0,2,6,45.0086,-90.0017,89.9983,-89.9794,-89.9955,0.0102997,3,6,-347.297,-553.351,206.443,0.0171669,-0.00446011,-45.0017,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[787,0,1,5,1,5,0,0,0,2,6,45.0117,-90.001,89.9962,-89.9797,-89.9969,0.0109863,3,6,-347.286,-553.374,206.46,0.0154501,-0.00308694,-44.9993,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[788,0,1,5,1,5,0,0,0,2,6,45.0117,-90.001,89.9962,-89.9797,-89.9969,0.0109863,3,6,-347.286,-553.374,206.46,0.0154501,-0.00308694,-44.9993,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[789,0,1,5,1,5,0,0,0,2,6,45.013,-90.0014,89.9955,-89.9801,-89.9959,0.0109863,3,6,-347.273,-553.391,206.473,0.014077,-0.00411717,-44.9979,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[790,0,1,5,1,5,0,0,0,2,6,45.013,-90.0014,89.9955,-89.9801,-89.9959,0.0109863,3,6,-347.273,-553.391,206.473,0.014077,-0.00411717,-44.9979,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[791,0,1,5,1,5,0,0,0,2,6,45.012,-90.0031,89.9949,-89.9818,-89.9966,0.00892639,3,6,-347.293,-553.395,206.507,0.00995689,-0.00343168,-44.9969,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[792,0,1,5,1,5,0,0,0,2,6,45.01,-90.0027,89.9962,-89.9811,-89.9959,0.0130463,3,6,-347.307,-553.37,206.485,0.0123606,-0.00411706,-45.0031,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[793,0,1,5,1,5,0,0,0,2,6,45.01,-90.0027,89.9962,-89.9811,-89.9959,0.0130463,3,6,-347.307,-553.37,206.485,0.0123606,-0.00411706,-45.0031,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[794,0,1,5,1,5,0,0,0,2,6,45.011,-90.0024,89.9928,-89.9804,-89.9973,0.0102997,3,6,-347.312,-553.387,206.516,0.00995685,-0.00274479,-44.9993,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
[16:21:26] [[795,0,1,5,1,5,0,0,0,2,6,45.011,-90.0024,89.9928,-89.9804,-89.9973,0.0102997,3,6,-347.312,-553.387,206.516,0.00995685,-0.00274479,-44.9993,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]]
